,0,1,2,3,4
0,-100.0,-326.66666666666663,-59.06759906759897,-164.16666666666669,-143.61743063325451
1,-99.99,-326.6332916666662,-59.059897144522104,-164.15415104166667,-143.60676277668273
2,-99.97999999999999,-326.599833333333,-59.05217599067585,-164.14160416666667,-143.59607094440605
3,-99.96999999999998,-326.5662916666671,-59.044435606060645,-164.12902604166666,-143.58535513642468
4,-99.95999999999998,-326.5326666666669,-59.03667599067605,-164.11641666666665,-143.57461535273893
5,-99.94999999999997,-326.49895833333323,-59.028897144522084,-164.10377604166666,-143.56385159334852
6,-99.93999999999997,-326.46516666666605,-59.021099067598946,-164.09110416666664,-143.55306385825315
7,-99.92999999999996,-326.4312916666661,-59.01328175990664,-164.07840104166664,-143.54225214745344
8,-99.91999999999996,-326.3973333333342,-59.00544522144538,-164.06566666666663,-143.53141646094932
9,-99.90999999999995,-326.36329166666724,-58.99758945221452,-164.05290104166662,-143.52055679874024
10,-99.89999999999995,-326.3291666666668,-58.98971445221449,-164.04010416666662,-143.50967316082654
11,-99.88999999999994,-326.2949583333329,-58.98182022144508,-164.0272760416666,-143.49876554720842
12,-99.87999999999994,-326.2606666666662,-58.973906759906725,-164.0144166666666,-143.48783395788567
13,-99.86999999999993,-326.22629166666604,-58.96597406759898,-164.00152604166658,-143.47687839285797
14,-99.85999999999993,-326.1918333333339,-58.958022144522275,-163.9886041666666,-143.46589885212617
15,-99.84999999999992,-326.15729166666665,-58.95005099067598,-163.97565104166657,-143.45489533568943
16,-99.83999999999992,-326.12266666666596,-58.942060606060515,-163.96266666666656,-143.44386784354802
17,-99.82999999999991,-326.08795833333255,-58.934050990675885,-163.94965104166656,-143.43281637570195
18,-99.81999999999991,-326.0531666666656,-58.92602214452187,-163.93660416666654,-143.4217409321515
19,-99.8099999999999,-326.0182916666667,-58.91797406759911,-163.92352604166655,-143.41064151289666
20,-99.7999999999999,-325.9833333333335,-58.90990675990676,-163.91041666666655,-143.39951811793688
