demand disruptions,RP_TPP,RT_TPP,AP_TPP,AT_TPP
83.59,20157.85506,1665.938435,8063.142025,1733.181839
83.6,20160.1,1666.123967,8064.04,1733.373471
83.61,20162.34506,1666.309509,8064.938025,1733.565114
83.62,20164.59025,1666.495062,8065.8361,1733.756767
83.63,20166.83556,1666.680625,8066.734225,1733.948431
83.64,20169.081,1666.866198,8067.6324,1734.140106
83.65,20171.32656,1667.051782,8068.530625,1734.331791
83.66,20173.57225,1667.237376,8069.4289,1734.523487
83.67,20175.81806,1667.42298,8070.327225,1734.715193
83.68,20178.064,1667.608595,8071.2256,1734.90691
83.69,20180.31006,1667.79422,8072.124025,1735.098637
83.7,20182.55625,1667.979855,8073.0225,1735.290375
83.71,20184.80256,1668.165501,8073.921025,1735.482124
83.72,20187.049,1668.351157,8074.8196,1735.673883
83.73,20189.29556,1668.536823,8075.718225,1735.865653
83.74,20191.54225,1668.7225,8076.6169,1736.057434
83.75,20193.78906,1668.908187,8077.515625,1736.249225
83.76,20196.036,1669.093884,8078.4144,1736.441026
83.77,20198.28306,1669.279592,8079.313225,1736.632838
83.78,20200.53025,1669.46531,8080.2121,1736.824661
83.79,20202.77756,1669.651038,8081.111025,1737.016495
83.8,20205.025,1669.836777,8082.01,1737.208339
83.81,20207.27256,1670.022526,8082.909025,1737.400193
83.82,20209.52025,1670.208285,8083.8081,1737.592058
83.83,20211.76806,1670.394055,8084.707225,1737.783934
83.84,20214.016,1670.579835,8085.6064,1737.975821
83.85,20216.26406,1670.765625,8086.505625,1738.167718
83.86,20218.51225,1670.951426,8087.4049,1738.359625
83.87,20220.76056,1671.137237,8088.304225,1738.551543
83.88,20223.009,1671.323058,8089.2036,1738.743472
83.89,20225.25756,1671.508889,8090.103025,1738.935411
83.9,20227.50625,1671.694731,8091.0025,1739.127361
83.91,20229.75506,1671.880584,8091.902025,1739.319322
83.92,20232.004,1672.066446,8092.8016,1739.511293
83.93,20234.25306,1672.252319,8093.701225,1739.703274
83.94,20236.50225,1672.438202,8094.6009,1739.895267
83.95,20238.75156,1672.624096,8095.500625,1740.08727
83.96,20241.001,1672.81,8096.4004,1740.279283
83.97,20243.25056,1672.995914,8097.300225,1740.471307
83.98,20245.50025,1673.181839,8098.2001,1740.663342
83.99,20247.75006,1673.367774,8099.100025,1740.855387
84,20250,1673.553719,8100,1741.047443
84.01,20252.25006,1673.739675,8100.900025,1741.239509
84.02,20254.50025,1673.92564,8101.8001,1741.431586
84.03,20256.75056,1674.111617,8102.700225,1741.623674
84.04,20259.001,1674.297603,8103.6004,1741.815772
84.05,20261.25156,1674.4836,8104.500625,1742.007881
84.06,20263.50225,1674.669607,8105.4009,1742.2
84.07,20265.75306,1674.855625,8106.301225,1742.39213
84.08,20268.004,1675.041653,8107.2016,1742.584271
84.09,20270.25506,1675.227691,8108.102025,1742.776422
84.1,20272.50625,1675.41374,8109.0025,1742.968584
84.11,20274.75756,1675.599799,8109.903025,1743.160756
84.12,20277.009,1675.785868,8110.8036,1743.352939
84.13,20279.26056,1675.971947,8111.704225,1743.545133
84.14,20281.51225,1676.158037,8112.6049,1743.737337
84.15,20283.76406,1676.344137,8113.505625,1743.929552
84.16,20286.016,1676.530248,8114.4064,1744.121777
84.17,20288.26806,1676.716369,8115.307225,1744.314013
84.18,20290.52025,1676.9025,8116.2081,1744.506259
84.19,20292.77256,1677.088642,8117.109025,1744.698517
84.2,20295.025,1677.274793,8118.01,1744.890784
84.21,20297.27756,1677.460956,8118.911025,1745.083062
84.22,20299.53025,1677.647128,8119.8121,1745.275351
84.23,20301.78306,1677.833311,8120.713225,1745.467651
84.24,20304.036,1678.019504,8121.6144,1745.659961
84.25,20306.28906,1678.205708,8122.515625,1745.852282
84.26,20308.54225,1678.391921,8123.4169,1746.044613
84.27,20310.79556,1678.578146,8124.318225,1746.236955
84.28,20313.049,1678.76438,8125.2196,1746.429307
84.29,20315.30256,1678.950625,8126.121025,1746.62167
84.3,20317.55625,1679.13688,8127.0225,1746.814044
84.31,20319.81006,1679.323146,8127.924025,1747.006428
84.32,20322.064,1679.509421,8128.8256,1747.198823
84.33,20324.31806,1679.695708,8129.727225,1747.391228
84.34,20326.57225,1679.882004,8130.6289,1747.583644
84.35,20328.82656,1680.068311,8131.530625,1747.776071
84.36,20331.081,1680.254628,8132.4324,1747.968508
84.37,20333.33556,1680.440956,8133.334225,1748.160956
84.38,20335.59025,1680.627293,8134.2361,1748.353414
84.39,20337.84506,1680.813642,8135.138025,1748.545883
84.4,20340.1,1681,8136.04,1748.738362
84.41,20342.35506,1681.186369,8136.942025,1748.930853
84.42,20344.61025,1681.372748,8137.8441,1749.123353
84.43,20346.86556,1681.559137,8138.746225,1749.315865
84.44,20349.121,1681.745537,8139.6484,1749.508387
84.45,20351.37656,1681.931947,8140.550625,1749.700919
84.46,20353.63225,1682.118368,8141.4529,1749.893462
84.47,20355.88806,1682.304799,8142.355225,1750.086016
84.48,20358.144,1682.49124,8143.2576,1750.27858
84.49,20360.40006,1682.677691,8144.160025,1750.471155
84.5,20362.65625,1682.864153,8145.0625,1750.66374
84.51,20364.91256,1683.050625,8145.965025,1750.856337
