,0,1,2,3,4
146,-98.53999999999925,-924.5118333333243,-164.39783566433366,-471.69193749999687,-411.7216633811044
147,-98.52999999999925,-924.3996249999909,-164.37194143356444,-471.6498593749969,-411.6861833342184
148,-98.51999999999924,-924.2873333333241,-164.34602797202584,-471.6077499999969,-411.650679311628
149,-98.50999999999924,-924.1749583333253,-164.3200952797185,-471.5656093749968,-411.61515131333306
150,-98.49999999999923,-924.0624999999915,-164.29414335664134,-471.5234374999968,-411.57959933933347
151,-98.48999999999923,-923.949958333325,-164.26817220279523,-471.48123437499686,-411.5440233896289
152,-98.47999999999922,-923.8373333333242,-164.24218181817972,-471.4389999999968,-411.5084234642201
153,-98.46999999999922,-923.7246249999906,-164.21617220279506,-471.3967343749967,-411.4727995631064
154,-98.45999999999921,-923.6118333333243,-164.19014335664124,-471.3544374999967,-411.4371516862879
155,-98.4499999999992,-923.4989583333237,-164.16409527971803,-471.3121093749967,-411.4014798337654
156,-98.4399999999992,-923.3859999999919,-164.13802797202607,-471.2697499999967,-411.365784005538
157,-98.4299999999992,-923.2729583333244,-164.1119414335643,-471.2273593749966,-411.3300642016062
158,-98.41999999999919,-923.1598333333241,-164.0858356643336,-471.1849374999965,-411.2943204219691
159,-98.40999999999919,-923.046624999991,-164.0597106643335,-471.14248437499657,-411.2585526666281
160,-98.39999999999918,-922.9333333333237,-164.0335664335642,-471.09999999999656,-411.2227609355823
161,-98.38999999999918,-922.8199583333236,-164.00740297202577,-471.0574843749966,-411.18694522883163
162,-98.37999999999917,-922.7064999999901,-163.98122027971795,-471.0149374999965,-411.1511055463765
163,-98.36999999999917,-922.592958333323,-163.95501835664098,-470.97235937499653,-411.11524188821693
164,-98.35999999999916,-922.4793333333232,-163.9287972027948,-470.92974999999643,-411.0793542543525
165,-98.34999999999916,-922.3656249999907,-163.9025568181797,-470.88710937499644,-411.0434426447834
166,-98.33999999999915,-922.2518333333238,-163.876297202795,-470.8444374999964,-411.0075070595097
167,-98.32999999999915,-922.1379583333236,-163.85001835664113,-470.8017343749964,-410.97154749853166
168,-98.31999999999914,-922.0239999999898,-163.82372027971786,-470.7589999999963,-410.9355639618485
169,-98.30999999999914,-921.9099583333232,-163.79740297202565,-470.71623437499625,-410.89955644946116
170,-98.29999999999913,-921.7958333333231,-163.77106643356404,-470.6734374999963,-410.8635249613692
171,-98.28999999999913,-921.6816249999896,-163.7447106643333,-470.63060937499625,-410.82746949757245
172,-98.27999999999912,-921.567333333324,-163.71833566433358,-470.5877499999962,-410.7913900580709
173,-98.26999999999911,-921.4529583333234,-163.69194143356404,-470.5448593749963,-410.7552866428651
174,-98.25999999999911,-921.3384999999902,-163.66552797202579,-470.5019374999963,-410.71915925195475
175,-98.2499999999991,-921.2239583333234,-163.6390952797179,-470.45898437499625,-410.6830078853392
176,-98.2399999999991,-921.109333333323,-163.6126433566409,-470.41599999999613,-410.6468325430195
177,-98.2299999999991,-920.9946249999892,-163.58617220279467,-470.3729843749962,-410.61063322499524
178,-98.21999999999909,-920.8798333333226,-163.5596818181793,-470.3299374999961,-410.57440993126625
179,-98.20999999999908,-920.7649583333218,-163.53317220279456,-470.2868593749961,-410.53816266183236
180,-98.19999999999908,-920.6499999999883,-163.50664335664064,-470.24374999999606,-410.50189141669415
181,-98.18999999999907,-920.5349583333227,-163.48009527971777,-470.200609374996,-410.4655961958515
182,-98.17999999999907,-920.4198333333229,-163.4535279720255,-470.157437499996,-410.42927699930374
183,-98.16999999999906,-920.3046249999896,-163.42694143356408,-470.114234374996,-410.3929338270515
184,-98.15999999999906,-920.189333333322,-163.40033566433306,-470.070999999996,-410.35656667909507
185,-98.14999999999905,-920.0739583333217,-163.3737106643331,-470.027734374996,-410.3201755554337
186,-98.13999999999905,-919.9584999999887,-163.34706643356392,-469.9844374999959,-410.28376045606745
187,-98.12999999999904,-919.8429583333213,-163.3204029720252,-469.94110937499585,-410.2473213809968
188,-98.11999999999904,-919.7273333333228,-163.29372027971792,-469.8977499999959,-410.2108583302218
189,-98.10999999999903,-919.6116249999892,-163.26701835664085,-469.8543593749958,-410.17437130374196
190,-98.09999999999903,-919.4958333333221,-163.2402972027946,-469.8109374999958,-410.13786030155734
191,-98.08999999999902,-919.3799583333224,-163.2135568181794,-469.7674843749957,-410.10132532366845
192,-98.07999999999902,-919.2639999999883,-163.1867972027946,-469.72399999999567,-410.0647663700745
193,-98.06999999999901,-919.1479583333215,-163.16001835664065,-469.6804843749957,-410.02818344077616
194,-98.05999999999901,-919.0318333333212,-163.1332202797175,-469.63693749999567,-409.99157653577316
195,-98.049999999999,-918.9156249999874,-163.106402972025,-469.5933593749956,-409.9549456550658
196,-98.039999999999,-918.7993333333208,-163.0795664335635,-469.5497499999957,-409.91829079865346
197,-98.02999999999899,-918.6829583333223,-163.0527106643331,-469.50610937499573,-409.88161196653647
198,-98.01999999999899,-918.5664999999887,-163.02583566433307,-469.46243749999564,-409.84490915871527
199,-98.00999999999898,-918.4499583333217,-162.99894143356366,-469.41873437499555,-409.80818237518923
200,-97.99999999999898,-918.3333333333211,-162.9720279720251,-469.37499999999557,-409.7714316159584
201,-97.98999999999897,-918.2166249999877,-162.94509527971735,-469.3312343749956,-409.73465688102306
202,-97.97999999999897,-918.0998333333209,-162.91814335664046,-469.2874374999955,-409.6978581703833
203,-97.96999999999896,-917.9829583333207,-162.89117220279437,-469.24360937499546,-409.6610354840388
204,-97.95999999999896,-917.8659999999883,-162.86418181817913,-469.19974999999545,-409.6241888219896
205,-97.94999999999895,-917.7489583333218,-162.8371722027945,-469.1558593749955,-409.58731818423587
206,-97.93999999999895,-917.631833333321,-162.81014335664048,-469.1119374999954,-409.55042357077764
207,-97.92999999999894,-917.5146249999874,-162.78309527971732,-469.0679843749954,-409.51350498161435
208,-97.91999999999894,-917.3973333333211,-162.75602797202518,-469.0239999999954,-409.4765624167469
209,-97.90999999999893,-917.2799583333205,-162.72894143356345,-468.97998437499535,-409.43959587617456
210,-97.89999999999893,-917.1624999999872,-162.70183566433275,-468.93593749999525,-409.40260535989796
211,-97.88999999999892,-917.0449583333196,-162.67471066433248,-468.89185937499525,-409.3655908679163
212,-97.87999999999892,-916.9273333333193,-162.64756643356324,-468.8477499999952,-409.3285524002301
213,-97.86999999999891,-916.8096249999877,-162.62040297202506,-468.80360937499523,-409.29148995683977
214,-97.8599999999989,-916.6918333333205,-162.59322027971726,-468.75943749999516,-409.2544035377444
215,-97.8499999999989,-916.5739583333203,-162.5660183566403,-468.7152343749951,-409.21729314294396
216,-97.8399999999989,-916.4559999999868,-162.5387972027942,-468.67099999999505,-409.1801587724395
217,-97.82999999999889,-916.3379583333198,-162.5115568181787,-468.6267343749952,-409.1430004262307
218,-97.81999999999888,-916.2198333333199,-162.484297202794,-468.5824374999951,-409.10581810431637
219,-97.80999999999888,-916.1016249999858,-162.45701835664016,-468.5381093749951,-409.06861180669813
220,-97.79999999999887,-915.9833333333205,-162.42972027971737,-468.4937499999951,-409.0313815333753
221,-97.78999999999887,-915.8649583333203,-162.402402972025,-468.449359374995,-408.9941272843474
222,-97.77999999999886,-915.7464999999864,-162.3750664335632,-468.40493749999496,-408.9568490596149
223,-97.76999999999886,-915.6279583333198,-162.34771066433248,-468.36048437499494,-408.9195468591781
224,-97.75999999999885,-915.5093333333198,-162.3203356643326,-468.315999999995,-408.88222068303685
225,-97.74999999999885,-915.3906249999862,-162.2929414335633,-468.2714843749949,-408.84487053119045
226,-97.73999999999884,-915.2718333333191,-162.26552797202464,-468.22693749999485,-408.8074964036397
227,-97.72999999999884,-915.1529583333186,-162.23809527971682,-468.18235937499486,-408.7700983003844
228,-97.71999999999883,-915.0339999999852,-162.21064335664002,-468.13774999999487,-408.7326762214246
229,-97.70999999999883,-914.91495833332,-162.18317220279408,-468.09310937499475,-408.6952301667596
230,-97.69999999999882,-914.7958333333196,-162.15568181817875,-468.0484374999948,-408.65776013639044
231,-97.68999999999882,-914.6766249999858,-162.12817220279402,-468.0037343749948,-408.6202661303169
232,-97.67999999999881,-914.5573333333192,-162.10064335664012,-467.9589999999947,-408.5827481485379
233,-97.66999999999881,-914.4379583333184,-162.07309527971685,-467.91423437499463,-408.5452061910551
234,-97.6599999999988,-914.3184999999849,-162.04552797202442,-467.86943749999466,-408.5076402578675
235,-97.6499999999988,-914.1989583333185,-162.01794143356304,-467.82460937499457,-408.470050348975
236,-97.63999999999879,-914.0793333333195,-161.99033566433246,-467.77974999999464,-408.4324364643778
237,-97.62999999999879,-913.9596249999862,-161.96271066433252,-467.7348593749946,-408.3947986040763
238,-97.61999999999878,-913.8398333333193,-161.9350664335632,-467.6899374999945,-408.35713676807046
239,-97.60999999999878,-913.719958333319,-161.90740297202473,-467.6449843749945,-408.3194509563591
240,-97.59999999999877,-913.5999999999852,-161.87972027971685,-467.5999999999945,-408.28174116894394
241,-97.58999999999877,-913.4799583333179,-161.8520183566398,-467.55498437499455,-408.2440074058238
242,-97.57999999999876,-913.3598333333179,-161.8242972027936,-467.50993749999446,-408.20624966699955
243,-97.56999999999876,-913.2396249999842,-161.7965568181782,-467.4648593749945,-408.1684679524697
244,-97.55999999999875,-913.1193333333172,-161.76879720279345,-467.4197499999944,-408.1306622622359
245,-97.54999999999875,-912.9989583333189,-161.74101835663993,-467.3746093749944,-408.0928325962975
246,-97.53999999999874,-912.8784999999848,-161.71322027971684,-467.3294374999943,-408.05497895465413
247,-97.52999999999874,-912.757958333318,-161.68540297202435,-467.28423437499436,-408.0171013373063
248,-97.51999999999873,-912.6373333333177,-161.65756643356292,-467.23899999999423,-407.9791997442541
249,-97.50999999999873,-912.5166249999846,-161.6297106643321,-467.19373437499416,-407.94127417549726
250,-97.49999999999872,-912.3958333333172,-161.6018356643319,-467.1484374999942,-407.9033246310352
251,-97.48999999999872,-912.2749583333172,-161.57394143356274,-467.1031093749942,-407.86535111086926
252,-97.47999999999871,-912.1539999999851,-161.54602797202463,-467.05774999999414,-407.8273536149983
253,-97.4699999999987,-912.0329583333181,-161.5180952797167,-467.0123593749942,-407.78933214342305
254,-97.4599999999987,-911.9118333333175,-161.49014335663963,-466.96693749999423,-407.7512866961428
255,-97.4499999999987,-911.7906249999842,-161.46217220279357,-466.9214843749941,-407.71321727315797
256,-97.43999999999869,-911.6693333333174,-161.43418181817816,-466.87599999999406,-407.67512387446874
257,-97.42999999999869,-911.5479583333171,-161.40617220279356,-466.83048437499406,-407.6370065000746
258,-97.41999999999868,-911.4264999999832,-161.37814335663958,-466.784937499994,-407.5988651499761
259,-97.40999999999867,-911.3049583333167,-161.35009527971644,-466.739359374994,-407.56069982417307
260,-97.39999999999867,-911.1833333333166,-161.32202797202413,-466.69374999999394,-407.52251052266536
261,-97.38999999999866,-911.0616249999845,-161.29394143356285,-466.6481093749939,-407.4842972454524
262,-97.37999999999866,-910.9398333333174,-161.265835664332,-466.60243749999387,-407.44605999253554
263,-97.36999999999865,-910.8179583333168,-161.23771066433196,-466.5567343749939,-407.4077987639141
264,-97.35999999999865,-910.6959999999835,-161.20956643356254,-466.5109999999939,-407.36951355958746
265,-97.34999999999864,-910.5739583333167,-161.1814029720242,-466.4652343749939,-407.33120437955677
266,-97.33999999999864,-910.4518333333164,-161.15322027971644,-466.4194374999938,-407.2928712238212
267,-97.32999999999863,-910.3296249999826,-161.1250183566393,-466.37360937499375,-407.25451409238127
268,-97.31999999999863,-910.2073333333175,-161.09679720279362,-466.3277499999937,-407.216132985236
269,-97.30999999999862,-910.0849583333166,-161.06855681817794,-466.28185937499376,-407.17772790238666
270,-97.29999999999862,-909.9624999999832,-161.0402972027933,-466.2359374999937,-407.1392988438329
271,-97.28999999999861,-909.8399583333161,-161.0120183566393,-466.1899843749937,-407.10084580957374
272,-97.27999999999861,-909.7173333333162,-160.98372027971632,-466.1439999999936,-407.0623687996107
273,-97.2699999999986,-909.5946249999821,-160.95540297202396,-466.0979843749936,-407.0238678139432
274,-97.2599999999986,-909.4718333333153,-160.9270664335622,-466.0519374999936,-406.9853428525705
275,-97.2499999999986,-909.348958333315,-160.8987106643315,-466.0058593749935,-406.9467939154933
276,-97.23999999999859,-909.2259999999819,-160.87033566433144,-465.9597499999935,-406.90822100271146
277,-97.22999999999858,-909.1029583333161,-160.8419414335624,-465.91360937499354,-406.8696241142253
278,-97.21999999999858,-908.979833333316,-160.813527972024,-465.86743749999346,-406.83100325003454
279,-97.20999999999857,-908.8566249999825,-160.7850952797162,-465.82123437499337,-406.79235841013855
280,-97.19999999999857,-908.7333333333154,-160.75664335663924,-465.7749999999934,-406.75368959453834
281,-97.18999999999856,-908.6099583333156,-160.7281722027931,-465.7287343749934,-406.7149968032338
282,-97.17999999999856,-908.4864999999814,-160.6996818181776,-465.68243749999334,-406.67628003622417
283,-97.16999999999855,-908.3629583333146,-160.6711722027929,-465.6361093749932,-406.6375392935101
284,-97.15999999999855,-908.2393333333158,-160.64264335663927,-465.5897499999933,-406.59877457509145
285,-97.14999999999854,-908.1156249999821,-160.61409527971603,-465.5433593749933,-406.5599858809682
286,-97.13999999999854,-907.9918333333154,-160.58552797202384,-465.49693749999324,-406.52117321114014
287,-97.12999999999853,-907.8679583333154,-160.55694143356226,-465.45048437499327,-406.4823365656077
288,-97.11999999999853,-907.7439999999818,-160.52833566433154,-465.4039999999933,-406.44347594437056
289,-97.10999999999852,-907.6199583333147,-160.4997106643314,-465.3574843749932,-406.40459134742844
290,-97.09999999999852,-907.4958333333142,-160.4710664335621,-465.3109374999931,-406.3656827747823
291,-97.08999999999851,-907.3716249999808,-160.44240297202344,-465.2643593749931,-406.32675022643144
292,-97.0799999999985,-907.247333333314,-160.41372027971582,-465.21774999999303,-406.28779370237567
293,-97.0699999999985,-907.1229583333152,-160.38501835663922,-465.171109374993,-406.24881320261517
294,-97.0599999999985,-906.9984999999814,-160.35629720279283,-465.12443749999295,-406.2098087271505
295,-97.04999999999849,-906.8739583333148,-160.3275568181775,-465.0777343749929,-406.17078027598103
296,-97.03999999999849,-906.749333333314,-160.29879720279277,-465.0309999999929,-406.13172784910665
297,-97.02999999999848,-906.6246249999804,-160.27001835663887,-464.9842343749929,-406.092651446528
298,-97.01999999999848,-906.4998333333141,-160.2412202797158,-464.9374374999928,-406.0535510682447
