demand disruptions,RP_TPP,RT_TPP,AP_TPP,AT_TPP
-100,18,4,25.71428571,-0.184992485
-99.99,18.0300125,4.006669444,25.75716071,-0.180965776
-99.98,18.06005,4.013344444,25.80007143,-0.176932825
-99.97,18.0901125,4.020025,25.84301786,-0.172893629
-99.96,18.1202,4.026711111,25.886,-0.168848191
-99.95,18.1503125,4.033402778,25.92901786,-0.164796508
-99.94,18.18045,4.0401,25.97207143,-0.160738582
-99.93,18.2106125,4.046802778,26.01516071,-0.156674413
-99.92,18.2408,4.053511111,26.05828571,-0.152604
-99.91,18.2710125,4.060225,26.10144643,-0.148527344
-99.9,18.30125,4.066944444,26.14464286,-0.144444444
-99.89,18.3315125,4.073669444,26.187875,-0.140355301
-99.88,18.3618,4.0804,26.23114286,-0.136259914
-99.87,18.3921125,4.087136111,26.27444643,-0.132158284
-99.86,18.42245,4.093877778,26.31778571,-0.12805041
-99.85,18.4528125,4.100625,26.36116071,-0.123936293
-99.84,18.4832,4.107377778,26.40457143,-0.119815932
-99.83,18.5136125,4.114136111,26.44801786,-0.115689328
-99.82,18.54405,4.1209,26.4915,-0.111556481
-99.81,18.5745125,4.127669444,26.53501786,-0.107417389
-99.8,18.605,4.134444444,26.57857143,-0.103272055
-99.79,18.6355125,4.141225,26.62216071,-0.099120476
-99.78,18.66605,4.148011111,26.66578571,-0.094962655
-99.77,18.6966125,4.154802778,26.70944643,-0.090798589
-99.76,18.7272,4.1616,26.75314286,-0.086628281
-99.75,18.7578125,4.168402778,26.796875,-0.082451729
-99.74,18.78845,4.175211111,26.84064286,-0.078268933
-99.73,18.8191125,4.182025,26.88444643,-0.074079894
-99.72,18.8498,4.188844444,26.92828571,-0.069884611
-99.71,18.8805125,4.195669444,26.97216071,-0.065683085
-99.7,18.91125,4.2025,27.01607143,-0.061475315
-99.69,18.9420125,4.209336111,27.06001786,-0.057261302
-99.68,18.9728,4.216177778,27.104,-0.053041045
-99.67,19.0036125,4.223025,27.14801786,-0.048814545
-99.66,19.03445,4.229877778,27.19207143,-0.044581801
-99.65,19.0653125,4.236736111,27.23616071,-0.040342814
-99.64,19.0962,4.2436,27.28028571,-0.036097584
-99.63,19.1271125,4.250469444,27.32444643,-0.031846109
-99.62,19.15805,4.257344444,27.36864286,-0.027588392
-99.61,19.1890125,4.264225,27.412875,-0.023324431
-99.6,19.22,4.271111111,27.45714286,-0.019054226
-99.59,19.2510125,4.278002778,27.50144643,-0.014777778
